# name, tgt sunk, tgt tons, subsDmgd, subsSunk, subsSpotted, subsRTB, subsPromoted
Wolfpack WF960(4 boats),4,25,0,0,1,0,0
Wolfpack WF961(4 boats),5,31,0,0,0,0,0
Wolfpack WF962(4 boats),3,16,1,0,0,0,0
Wolfpack WF963(4 boats),3,19,1,0,0,0,0
Wolfpack WF964(4 boats),8,42,0,0,1,0,0
Wolfpack WF965(4 boats),1,6,1,0,1,0,0
Wolfpack WF966(4 boats),3,25,0,0,1,0,0
Wolfpack WF967(4 boats),6,34,1,0,0,1,1
Wolfpack WF968(4 boats),7,56,0,0,0,0,0
Wolfpack WF969(4 boats),7,52,0,0,0,0,0
Wolfpack WF970(4 boats),5,32,2,0,1,1,1
Wolfpack WF971(4 boats),10,57,0,0,0,0,0
Wolfpack WF972(4 boats),5,32,2,0,1,1,1
Wolfpack WF973(4 boats),4,23,0,0,0,0,0
Wolfpack WF974(4 boats),5,37,0,0,0,0,0
Wolfpack WF975(4 boats),6,27,0,0,0,0,0
Wolfpack WF976(4 boats),6,36,1,0,1,1,1
Wolfpack WF977(4 boats),8,36,2,0,0,1,1
Wolfpack WF978(4 boats),7,50,0,0,0,0,0
Wolfpack WF979(4 boats),3,17,1,2,1,1,1
Wolfpack WF980(4 boats),8,36,0,0,0,0,0
Wolfpack WF981(4 boats),4,31,0,0,0,0,0
Wolfpack WF982(4 boats),4,19,0,0,1,0,0
Wolfpack WF983(4 boats),1,9,0,0,0,0,0
Wolfpack WF984(4 boats),1,4,0,0,1,0,0
Wolfpack WF985(4 boats),2,10,2,0,0,1,1
Wolfpack WF986(4 boats),3,15,1,0,1,0,0
Wolfpack WF987(4 boats),10,58,0,0,0,0,0
Wolfpack WF988(4 boats),1,4,2,0,0,1,1
Wolfpack WF989(4 boats),1,7,0,0,0,0,0
Wolfpack WF990(4 boats),5,25,0,0,0,0,0
Wolfpack WF991(4 boats),2,11,1,0,1,0,0
Wolfpack WF992(4 boats),5,23,0,0,0,0,0
Wolfpack WF993(4 boats),1,5,1,0,0,0,0
Wolfpack WF994(4 boats),6,35,0,0,0,0,0
Wolfpack WF995(4 boats),4,24,1,0,0,0,0
Wolfpack WF996(4 boats),5,32,1,1,0,0,0
Wolfpack WF997(4 boats),4,36,0,0,0,0,0
Wolfpack WF998(4 boats),5,24,0,0,0,0,0
Wolfpack WF999(4 boats),4,21,0,0,0,0,0
Wolfpack WF1000(4 boats),2,15,1,0,1,1,1
Wolfpack WF1001(4 boats),5,28,1,0,0,0,0
Wolfpack WF1002(4 boats),5,42,0,0,0,0,0
Wolfpack WF1003(4 boats),2,12,0,0,0,0,0
Wolfpack WF1004(4 boats),3,13,0,0,0,0,0
Wolfpack WF1005(4 boats),9,57,0,0,0,0,0
Wolfpack WF1006(4 boats),6,31,0,0,0,0,0
Wolfpack WF1007(4 boats),9,55,0,0,0,0,0
Wolfpack WF1008(4 boats),3,19,2,0,0,2,2
Wolfpack WF1009(4 boats),1,5,0,0,1,0,0
Wolfpack WF1010(4 boats),6,39,0,0,0,0,0
Wolfpack WF1011(4 boats),1,7,2,0,2,0,0
Wolfpack WF1012(4 boats),4,16,1,0,0,1,1
Wolfpack WF1013(4 boats),2,18,0,0,0,0,0
Wolfpack WF1014(4 boats),4,20,2,0,1,1,1
Wolfpack WF1015(4 boats),9,63,1,0,0,0,0
Wolfpack WF1016(4 boats),0,0,0,0,0,0,0
Wolfpack WF1017(4 boats),6,52,0,0,0,0,0
Wolfpack WF1018(4 boats),6,51,0,0,0,0,0
Wolfpack WF1019(4 boats),1,5,2,0,1,1,1
Wolfpack WF1020(4 boats),2,11,0,0,1,0,0
Wolfpack WF1021(4 boats),6,28,0,0,0,0,0
Wolfpack WF1022(4 boats),8,46,0,0,0,0,0
Wolfpack WF1023(4 boats),6,44,0,0,0,0,0
Wolfpack WF1024(4 boats),6,27,0,0,0,0,0
Wolfpack WF1025(4 boats),3,19,2,0,0,0,0
Wolfpack WF1026(4 boats),4,36,1,0,0,0,0
Wolfpack WF1027(4 boats),5,37,1,0,0,0,0
Wolfpack WF1028(4 boats),7,51,0,0,0,0,0
Wolfpack WF1029(4 boats),1,5,3,0,0,0,0
Wolfpack WF1030(4 boats),5,26,0,0,0,0,0
Wolfpack WF1031(4 boats),3,11,1,0,0,0,0
Wolfpack WF1032(4 boats),3,19,0,0,0,0,0
Wolfpack WF1033(4 boats),4,23,1,0,0,0,0
Wolfpack WF1034(4 boats),7,27,0,0,1,0,0
Wolfpack WF1035(4 boats),4,15,1,1,1,1,1
Wolfpack WF1036(4 boats),7,39,0,0,1,0,0
Wolfpack WF1037(4 boats),1,9,0,0,1,0,0
Wolfpack WF1038(4 boats),9,54,0,0,0,0,0
Wolfpack WF1039(4 boats),9,49,0,0,1,0,0
Wolfpack WF1040(4 boats),3,10,0,0,2,0,0
Wolfpack WF1041(4 boats),5,46,0,0,0,0,0
Wolfpack WF1042(4 boats),5,33,1,0,0,0,0
Wolfpack WF1043(4 boats),5,41,0,0,1,0,0
Wolfpack WF1044(4 boats),5,23,0,0,0,0,0
Wolfpack WF1045(4 boats),5,26,0,0,0,0,0
Wolfpack WF1046(4 boats),11,47,0,0,0,0,0
Wolfpack WF1047(4 boats),3,16,1,0,1,1,1
Wolfpack WF1048(4 boats),5,25,0,0,1,0,0
Wolfpack WF1049(4 boats),6,46,2,0,0,1,1
Wolfpack WF1050(4 boats),4,24,0,0,0,0,0
Wolfpack WF1051(4 boats),3,15,1,0,0,0,0
Wolfpack WF1052(4 boats),5,35,2,0,1,0,0
Wolfpack WF1053(4 boats),7,38,1,0,0,0,0
Wolfpack WF1054(4 boats),3,13,1,1,1,0,0
Wolfpack WF1055(4 boats),3,31,1,0,2,0,0
Wolfpack WF1056(4 boats),5,29,1,0,0,0,0
Wolfpack WF1057(4 boats),3,12,1,0,1,1,1
Wolfpack WF1058(4 boats),2,14,3,0,1,1,1
Wolfpack WF1059(4 boats),8,35,0,0,0,0,0
Wolfpack WF1060(4 boats),2,26,1,0,0,0,0
Wolfpack WF1061(4 boats),3,19,0,0,0,0,0
Wolfpack WF1062(4 boats),1,9,2,1,0,0,0
Wolfpack WF1063(4 boats),3,20,0,0,0,0,0
Wolfpack WF1064(4 boats),10,70,0,0,0,0,0
Wolfpack WF1065(4 boats),6,32,0,0,0,0,0
Wolfpack WF1066(4 boats),4,17,1,0,0,0,0
Wolfpack WF1067(4 boats),4,25,0,0,0,0,0
Wolfpack WF1068(4 boats),2,34,2,0,1,1,1
Wolfpack WF1069(4 boats),2,14,1,0,0,0,0
Wolfpack WF1070(4 boats),5,38,0,0,0,0,0
Wolfpack WF1071(4 boats),4,29,0,0,0,0,0
Wolfpack WF1072(4 boats),6,31,1,0,1,0,0
Wolfpack WF1073(4 boats),5,27,0,0,0,0,0
Wolfpack WF1074(4 boats),4,31,1,0,0,0,0
Wolfpack WF1075(4 boats),3,16,2,0,0,1,1
Wolfpack WF1076(4 boats),4,26,2,0,0,2,2
Wolfpack WF1077(4 boats),2,15,1,0,1,0,0
Wolfpack WF1078(4 boats),7,40,0,1,0,0,0
Wolfpack WF1079(4 boats),5,51,0,0,1,0,0
Wolfpack WF1080(4 boats),5,24,0,0,0,0,0
Wolfpack WF1081(4 boats),6,35,0,0,0,0,0
Wolfpack WF1082(4 boats),8,39,0,0,0,0,0
Wolfpack WF1083(4 boats),1,5,2,1,0,0,0
Wolfpack WF1084(4 boats),2,15,1,1,1,1,1
Wolfpack WF1085(4 boats),4,14,0,0,0,0,0
Wolfpack WF1086(4 boats),3,22,0,0,0,0,0
Wolfpack WF1087(4 boats),1,5,3,1,1,1,1
Wolfpack WF1088(4 boats),5,33,0,0,0,0,0
Wolfpack WF1089(4 boats),2,11,2,0,1,0,0
Wolfpack WF1090(4 boats),3,19,1,0,0,0,0
Wolfpack WF1091(4 boats),6,44,1,0,0,0,0
Wolfpack WF1092(4 boats),7,39,0,0,0,0,0
Wolfpack WF1093(4 boats),8,43,0,0,0,0,0
Wolfpack WF1094(4 boats),5,57,2,0,0,2,2
Wolfpack WF1095(4 boats),0,0,1,0,1,1,1
Wolfpack WF1096(4 boats),5,33,0,0,0,0,0
Wolfpack WF1097(4 boats),6,26,0,0,0,0,0
Wolfpack WF1098(4 boats),4,23,1,0,0,0,0
Wolfpack WF1099(4 boats),6,35,0,0,1,0,0
Wolfpack WF1100(4 boats),4,24,1,0,1,1,1
Wolfpack WF1101(4 boats),4,39,0,0,0,0,0
Wolfpack WF1102(4 boats),3,24,0,0,0,0,0
Wolfpack WF1103(4 boats),4,32,1,1,0,0,0
Wolfpack WF1104(4 boats),10,53,0,0,0,0,0
Wolfpack WF1105(4 boats),4,16,0,0,1,0,0
Wolfpack WF1106(4 boats),3,17,1,1,2,0,0
Wolfpack WF1107(4 boats),4,29,1,0,1,0,0
Wolfpack WF1108(4 boats),1,5,2,0,0,2,2
Wolfpack WF1109(4 boats),6,43,0,0,0,0,0
Wolfpack WF1110(4 boats),2,14,2,0,1,1,1
Wolfpack WF1111(4 boats),7,44,0,0,0,0,0
Wolfpack WF1112(4 boats),4,13,0,0,0,0,0
Wolfpack WF1113(4 boats),4,30,0,0,0,0,0
Wolfpack WF1114(4 boats),4,25,3,1,0,1,1
Wolfpack WF1115(4 boats),3,18,1,0,1,1,1
Wolfpack WF1116(4 boats),5,24,0,0,0,0,0
Wolfpack WF1117(4 boats),9,60,0,0,0,0,0
Wolfpack WF1118(4 boats),4,22,1,0,0,1,1
Wolfpack WF1119(4 boats),5,34,0,0,0,0,0
Wolfpack WF1120(4 boats),3,14,1,0,1,1,1
Wolfpack WF1121(4 boats),7,48,0,0,0,0,0
Wolfpack WF1122(4 boats),2,11,0,0,0,0,0
Wolfpack WF1123(4 boats),5,22,0,0,2,0,0
Wolfpack WF1124(4 boats),3,12,0,0,3,0,0
Wolfpack WF1125(4 boats),2,7,2,1,0,1,1
Wolfpack WF1126(4 boats),3,17,2,0,0,1,1
Wolfpack WF1127(4 boats),7,32,0,0,0,0,0
Wolfpack WF1128(4 boats),3,18,3,0,1,0,0
Wolfpack WF1129(4 boats),3,12,1,0,1,0,0
Wolfpack WF1130(4 boats),8,61,0,0,0,0,0
Wolfpack WF1131(4 boats),4,19,0,0,0,0,0
Wolfpack WF1132(4 boats),3,17,1,0,0,0,0
Wolfpack WF1133(4 boats),7,40,0,0,0,0,0
Wolfpack WF1134(4 boats),9,62,0,0,0,0,0
Wolfpack WF1135(4 boats),6,48,0,0,0,0,0
Wolfpack WF1136(4 boats),2,8,2,0,1,0,0
Wolfpack WF1137(4 boats),8,44,0,0,0,0,0
Wolfpack WF1138(4 boats),5,26,0,0,0,0,0
Wolfpack WF1139(4 boats),7,41,0,0,1,0,0
Wolfpack WF1140(4 boats),5,42,0,0,0,0,0
Wolfpack WF1141(4 boats),6,33,1,0,0,0,0
Wolfpack WF1142(4 boats),7,45,0,0,0,0,0
Wolfpack WF1143(4 boats),6,35,0,0,0,0,0
Wolfpack WF1144(4 boats),4,29,0,0,2,0,0
Wolfpack WF1145(4 boats),1,5,4,0,0,3,3
Wolfpack WF1146(4 boats),2,8,1,0,1,0,0
Wolfpack WF1147(4 boats),1,5,1,1,1,1,1
Wolfpack WF1148(4 boats),5,42,0,0,0,0,0
Wolfpack WF1149(4 boats),7,50,0,1,0,0,0
Wolfpack WF1150(4 boats),3,18,3,0,0,0,0
Wolfpack WF1151(4 boats),2,6,2,0,1,2,2
Wolfpack WF1152(4 boats),1,7,1,0,1,0,0
Wolfpack WF1153(4 boats),2,10,1,0,1,0,0
Wolfpack WF1154(4 boats),7,39,0,0,0,0,0
Wolfpack WF1155(4 boats),4,22,0,0,0,0,0
Wolfpack WF1156(4 boats),9,49,0,0,0,0,0
Wolfpack WF1157(4 boats),4,22,0,0,0,0,0
Wolfpack WF1158(4 boats),3,14,0,0,0,0,0
Wolfpack WF1159(4 boats),3,9,1,0,1,1,1
Wolfpack WF1160(4 boats),5,35,0,0,0,0,0
Wolfpack WF1161(4 boats),3,23,0,0,0,0,0
Wolfpack WF1162(4 boats),2,20,2,0,1,0,0
Wolfpack WF1163(4 boats),3,19,0,0,1,0,0
Wolfpack WF1164(4 boats),1,7,2,0,0,1,1
Wolfpack WF1165(4 boats),1,1,3,0,1,3,3
Wolfpack WF1166(4 boats),1,5,2,0,0,2,2
Wolfpack WF1167(4 boats),8,38,0,0,0,0,0
Wolfpack WF1168(4 boats),4,18,0,0,0,0,0
Wolfpack WF1169(4 boats),2,14,1,0,0,0,0
Wolfpack WF1170(4 boats),7,34,0,0,0,0,0
Wolfpack WF1171(4 boats),2,12,1,0,1,1,1
Wolfpack WF1172(4 boats),5,32,0,0,0,0,0
Wolfpack WF1173(4 boats),6,31,0,0,0,0,0
Wolfpack WF1174(4 boats),5,34,0,0,0,0,0
Wolfpack WF1175(4 boats),3,17,2,0,0,1,1
Wolfpack WF1176(4 boats),2,14,1,0,1,0,0
Wolfpack WF1177(4 boats),3,16,2,0,1,1,1
Wolfpack WF1178(4 boats),0,0,1,0,2,0,0
Wolfpack WF1179(4 boats),5,34,1,0,0,1,1
Wolfpack WF1180(4 boats),1,6,1,2,1,0,0
Wolfpack WF1181(4 boats),5,28,0,0,0,0,0
Wolfpack WF1182(4 boats),2,13,2,0,0,0,0
Wolfpack WF1183(4 boats),7,38,3,0,0,3,3
Wolfpack WF1184(4 boats),8,51,2,0,0,2,2
Wolfpack WF1185(4 boats),5,30,0,0,0,0,0
Wolfpack WF1186(4 boats),4,18,1,0,0,1,1
Wolfpack WF1187(4 boats),6,27,1,0,0,0,0
Wolfpack WF1188(4 boats),8,50,0,0,0,0,0
Wolfpack WF1189(4 boats),5,33,0,0,0,0,0
Wolfpack WF1190(4 boats),4,25,0,0,0,0,0
Wolfpack WF1191(4 boats),5,36,0,0,0,0,0
Wolfpack WF1192(4 boats),6,32,0,0,0,0,0
Wolfpack WF1193(4 boats),4,22,0,0,0,0,0
Wolfpack WF1194(4 boats),6,36,0,0,0,0,0
Wolfpack WF1195(4 boats),5,35,1,0,0,1,1
Wolfpack WF1196(4 boats),2,17,3,0,0,0,0
Wolfpack WF1197(4 boats),6,27,1,0,1,0,0
Wolfpack WF1198(4 boats),4,22,1,0,0,0,0
Wolfpack WF1199(4 boats),5,27,2,0,0,0,0
Wolfpack WF1200(4 boats),2,10,0,0,1,0,0
Wolfpack WF1201(4 boats),4,29,1,1,0,0,0
Wolfpack WF1202(4 boats),5,26,1,0,0,1,1
Wolfpack WF1203(4 boats),1,9,3,0,0,1,1
Wolfpack WF1204(4 boats),4,29,0,1,0,0,0
Wolfpack WF1205(4 boats),1,9,0,0,1,0,0
Wolfpack WF1206(4 boats),7,43,0,0,0,0,0
Wolfpack WF1207(4 boats),2,14,1,0,0,0,0
Wolfpack WF1208(4 boats),2,10,1,0,0,0,0
Wolfpack WF1209(4 boats),8,42,0,1,1,0,0
Wolfpack WF1210(4 boats),2,14,2,0,0,0,0
Wolfpack WF1211(4 boats),2,8,2,0,1,2,2
Wolfpack WF1212(4 boats),1,9,2,1,1,0,0
Wolfpack WF1213(4 boats),2,12,3,0,1,2,2
Wolfpack WF1214(4 boats),6,31,0,0,0,0,0
Wolfpack WF1215(4 boats),4,20,1,1,0,1,1
Wolfpack WF1216(4 boats),5,26,0,0,1,0,0
Wolfpack WF1217(4 boats),3,20,0,0,0,0,0
Wolfpack WF1218(4 boats),6,34,2,0,0,1,1
Wolfpack WF1219(4 boats),2,14,3,0,0,1,1
Wolfpack WF1220(4 boats),1,10,1,1,0,1,1
Wolfpack WF1221(4 boats),4,31,4,0,0,0,0
Wolfpack WF1222(4 boats),1,5,0,0,2,0,0
Wolfpack WF1223(4 boats),3,16,3,0,0,1,1
Wolfpack WF1224(4 boats),2,11,1,1,0,0,0
Wolfpack WF1225(4 boats),2,10,2,0,0,1,1
Wolfpack WF1226(4 boats),1,5,0,1,0,0,0
Wolfpack WF1227(4 boats),3,16,1,0,0,0,0
Wolfpack WF1228(4 boats),4,20,0,0,0,0,0
Wolfpack WF1229(4 boats),1,4,0,1,3,0,0
Wolfpack WF1230(4 boats),2,9,1,0,0,1,1
Wolfpack WF1231(4 boats),2,19,2,0,0,2,2
Wolfpack WF1232(4 boats),0,0,3,1,0,1,1
Wolfpack WF1233(4 boats),0,0,2,0,0,1,1
Wolfpack WF1234(4 boats),2,7,1,0,0,1,1
Wolfpack WF1235(4 boats),6,34,0,0,0,0,0
Wolfpack WF1236(4 boats),4,25,0,1,0,0,0
Wolfpack WF1237(4 boats),4,13,0,1,0,0,0
Wolfpack WF1238(4 boats),2,11,0,0,2,0,0
Wolfpack WF1239(4 boats),5,26,1,2,0,1,1
Wolfpack WF1240(4 boats),1,10,2,0,1,1,1
Wolfpack WF1241(4 boats),4,23,0,0,0,0,0
Wolfpack WF1242(4 boats),1,4,0,0,2,0,0
Wolfpack WF1243(4 boats),7,38,0,0,0,0,0
Wolfpack WF1244(4 boats),2,15,0,0,1,0,0
Wolfpack WF1245(4 boats),6,33,2,0,0,1,1
Wolfpack WF1246(4 boats),8,46,0,0,0,0,0
Wolfpack WF1247(4 boats),5,17,0,0,0,0,0
Wolfpack WF1248(4 boats),1,5,1,0,2,0,0
Wolfpack WF1249(4 boats),4,27,0,0,0,0,0
Wolfpack WF1250(4 boats),1,8,2,0,1,0,0
Wolfpack WF1251(4 boats),3,20,3,0,0,0,0
Wolfpack WF1252(4 boats),5,37,0,0,0,0,0
Wolfpack WF1253(4 boats),2,12,0,0,0,0,0
Wolfpack WF1254(4 boats),6,27,0,0,0,0,0
Wolfpack WF1255(4 boats),5,29,0,0,0,0,0
Wolfpack WF1256(4 boats),8,36,0,0,0,0,0
Wolfpack WF1257(4 boats),4,19,0,0,0,0,0
Wolfpack WF1258(4 boats),3,19,2,0,0,2,2
Wolfpack WF1259(4 boats),7,36,0,0,0,0,0
Wolfpack WF1260(4 boats),3,16,2,0,0,0,0
Wolfpack WF1261(4 boats),6,44,0,0,0,0,0
Wolfpack WF1262(4 boats),5,23,0,0,1,0,0
Wolfpack WF1263(4 boats),5,24,0,0,0,0,0
Wolfpack WF1264(4 boats),4,24,0,0,0,0,0
Wolfpack WF1265(4 boats),2,10,0,0,0,0,0
Wolfpack WF1266(4 boats),8,43,0,0,0,0,0
Wolfpack WF1267(4 boats),5,32,0,0,0,0,0
Wolfpack WF1268(4 boats),4,25,0,0,0,0,0
Wolfpack WF1269(4 boats),2,9,2,0,1,0,0
Wolfpack WF1270(4 boats),5,30,0,0,1,0,0
Wolfpack WF1271(4 boats),5,30,0,0,0,0,0
Wolfpack WF1272(4 boats),2,14,1,0,0,0,0
Wolfpack WF1273(4 boats),4,21,1,0,0,0,0
Wolfpack WF1274(4 boats),0,0,2,0,1,1,1
Wolfpack WF1275(4 boats),5,28,0,0,0,0,0
Wolfpack WF1276(4 boats),8,41,0,0,0,0,0
Wolfpack WF1277(4 boats),4,25,1,1,1,1,1
Wolfpack WF1278(4 boats),3,12,1,0,1,0,0
Wolfpack WF1279(4 boats),4,22,0,0,0,0,0
Wolfpack WF1280(4 boats),3,17,0,0,0,0,0
Wolfpack WF1281(4 boats),4,26,0,0,0,0,0
Wolfpack WF1282(4 boats),9,42,0,0,0,0,0
Wolfpack WF1283(4 boats),6,34,1,0,0,0,0
Wolfpack WF1284(4 boats),7,38,0,0,0,0,0
Wolfpack WF1285(4 boats),5,38,0,1,0,0,0
Wolfpack WF1286(4 boats),1,5,3,0,0,2,2
Wolfpack WF1287(4 boats),5,37,0,0,0,0,0
Wolfpack WF1288(4 boats),7,36,0,0,0,0,0
Wolfpack WF1289(4 boats),2,10,1,0,1,0,0
Wolfpack WF1290(4 boats),2,11,2,0,0,0,0
Wolfpack WF1291(4 boats),5,28,0,0,0,0,0
Wolfpack WF1292(4 boats),3,13,1,0,1,1,1
Wolfpack WF1293(4 boats),4,16,2,1,0,1,1
Wolfpack WF1294(4 boats),7,33,0,0,0,0,0
Wolfpack WF1295(4 boats),3,15,1,0,0,0,0
Wolfpack WF1296(4 boats),8,45,0,0,0,0,0
Wolfpack WF1297(4 boats),4,23,0,0,1,0,0
Wolfpack WF1298(4 boats),10,49,0,0,0,0,0
Wolfpack WF1299(4 boats),3,16,2,0,1,0,0
Wolfpack WF1300(4 boats),6,41,1,0,1,0,0
Wolfpack WF1301(4 boats),1,5,2,0,0,1,1
Wolfpack WF1302(4 boats),4,20,4,0,0,1,1
Wolfpack WF1303(4 boats),5,28,0,0,0,0,0
Wolfpack WF1304(4 boats),3,24,0,0,0,0,0
Wolfpack WF1305(4 boats),6,34,0,0,0,0,0
Wolfpack WF1306(4 boats),4,16,0,0,1,0,0
Wolfpack WF1307(4 boats),7,30,0,0,0,0,0
Wolfpack WF1308(4 boats),0,0,1,0,2,1,1
Wolfpack WF1309(4 boats),2,13,1,0,0,0,0
Wolfpack WF1310(4 boats),3,14,0,1,2,0,0
Wolfpack WF1311(4 boats),3,20,0,0,0,0,0
Wolfpack WF1312(4 boats),5,28,0,0,1,0,0
Wolfpack WF1313(4 boats),5,38,0,0,0,0,0
Wolfpack WF1314(4 boats),5,25,0,0,0,0,0
Wolfpack WF1315(4 boats),5,34,0,0,0,0,0
Wolfpack WF1316(4 boats),4,33,2,0,1,0,0
Wolfpack WF1317(4 boats),4,25,0,0,1,0,0
Wolfpack WF1318(4 boats),4,22,0,0,0,0,0
Wolfpack WF1319(4 boats),7,45,0,3,0,0,0
Wolfpack WF1320(4 boats),3,20,0,0,0,0,0
Wolfpack WF1321(4 boats),6,36,0,1,0,0,0
Wolfpack WF1322(4 boats),0,0,2,0,2,0,0
Wolfpack WF1323(4 boats),6,33,0,0,0,0,0
Wolfpack WF1324(4 boats),6,28,0,0,0,0,0
Wolfpack WF1325(4 boats),2,6,2,0,1,0,0
Wolfpack WF1326(4 boats),4,20,0,0,0,0,0
Wolfpack WF1327(4 boats),9,66,0,0,0,0,0
Wolfpack WF1328(4 boats),9,54,0,0,0,0,0
Wolfpack WF1329(4 boats),6,39,0,0,1,0,0
Wolfpack WF1330(4 boats),3,23,0,0,0,0,0
Wolfpack WF1331(4 boats),4,34,3,0,0,0,0
Wolfpack WF1332(4 boats),8,41,0,0,0,0,0
Wolfpack WF1333(4 boats),7,46,1,0,0,0,0
Wolfpack WF1334(4 boats),4,20,1,0,0,0,0
Wolfpack WF1335(4 boats),4,12,0,1,0,0,0
Wolfpack WF1336(4 boats),5,28,0,0,0,0,0
Wolfpack WF1337(4 boats),3,16,3,0,2,2,2
Wolfpack WF1338(4 boats),5,23,0,0,1,0,0
Wolfpack WF1339(4 boats),7,34,0,0,0,0,0
Wolfpack WF1340(4 boats),6,31,1,0,0,1,1
Wolfpack WF1341(4 boats),6,35,0,0,0,0,0
Wolfpack WF1342(4 boats),5,27,0,0,0,0,0
Wolfpack WF1343(4 boats),7,35,0,0,0,0,0
Wolfpack WF1344(4 boats),5,32,0,0,1,0,0
Wolfpack WF1345(4 boats),6,32,1,0,0,0,0
Wolfpack WF1346(4 boats),7,34,0,0,0,0,0
Wolfpack WF1347(4 boats),4,36,0,0,0,0,0
Wolfpack WF1348(4 boats),7,40,0,0,1,0,0
Wolfpack WF1349(4 boats),5,29,0,0,2,0,0
Wolfpack WF1350(4 boats),3,20,0,0,1,0,0
Wolfpack WF1351(4 boats),5,28,0,0,0,0,0
Wolfpack WF1352(4 boats),3,12,1,0,0,0,0
Wolfpack WF1353(4 boats),4,20,1,0,1,0,0
Wolfpack WF1354(4 boats),3,15,0,0,0,0,0
Wolfpack WF1355(4 boats),1,7,2,1,0,2,2
Wolfpack WF1356(4 boats),1,4,3,0,0,1,1
Wolfpack WF1357(4 boats),6,29,0,0,2,0,0
Wolfpack WF1358(4 boats),3,15,0,0,1,0,0
Wolfpack WF1359(4 boats),2,13,3,0,0,0,0
Wolfpack WF1360(4 boats),3,16,1,0,2,0,0
Wolfpack WF1361(4 boats),3,14,1,0,3,0,0
Wolfpack WF1362(4 boats),3,18,4,0,1,1,1
Wolfpack WF1363(4 boats),1,3,1,2,2,1,1
Wolfpack WF1364(4 boats),5,29,0,0,0,0,0
Wolfpack WF1365(4 boats),4,17,1,1,1,1,1
Wolfpack WF1366(4 boats),4,28,2,0,0,0,0
Wolfpack WF1367(4 boats),0,0,0,0,4,0,0
Wolfpack WF1368(4 boats),7,34,1,0,0,1,1
Wolfpack WF1369(4 boats),1,2,2,0,0,0,0
Wolfpack WF1370(4 boats),5,55,0,0,0,0,0
Wolfpack WF1371(4 boats),7,43,0,0,0,0,0
Wolfpack WF1372(4 boats),7,65,0,0,0,0,0
Wolfpack WF1373(4 boats),5,19,1,0,0,0,0
Wolfpack WF1374(4 boats),3,22,0,0,0,0,0
Wolfpack WF1375(4 boats),4,34,0,0,0,0,0
Wolfpack WF1376(4 boats),0,0,3,0,0,1,1
Wolfpack WF1377(4 boats),2,20,3,0,1,0,0
Wolfpack WF1378(4 boats),0,0,1,2,1,0,0
Wolfpack WF1379(4 boats),5,22,2,0,1,2,2
Wolfpack WF1380(4 boats),9,44,1,0,1,0,0
Wolfpack WF1381(4 boats),2,10,0,0,0,0,0
Wolfpack WF1382(4 boats),5,48,2,0,0,0,0
Wolfpack WF1383(4 boats),4,14,1,0,0,0,0
Wolfpack WF1384(4 boats),6,36,0,0,0,0,0
Wolfpack WF1385(4 boats),1,9,1,2,0,1,1
Wolfpack WF1386(4 boats),4,19,0,0,0,0,0
Wolfpack WF1387(4 boats),3,12,2,0,0,0,0
Wolfpack WF1388(4 boats),2,17,1,0,2,0,0
Wolfpack WF1389(4 boats),4,53,1,0,0,0,0
Wolfpack WF1390(4 boats),10,81,0,0,0,0,0
Wolfpack WF1391(4 boats),5,28,0,0,0,0,0
Wolfpack WF1392(4 boats),2,8,1,0,0,0,0
Wolfpack WF1393(4 boats),6,28,0,0,0,0,0
Wolfpack WF1394(4 boats),3,18,2,0,0,1,1
Wolfpack WF1395(4 boats),6,25,2,0,0,0,0
Wolfpack WF1396(4 boats),7,48,0,0,0,0,0
Wolfpack WF1397(4 boats),8,46,0,0,0,0,0
Wolfpack WF1398(4 boats),6,52,1,0,0,0,0
Wolfpack WF1399(4 boats),3,18,0,0,0,0,0
Wolfpack WF1400(4 boats),4,32,0,0,0,0,0
Wolfpack WF1401(4 boats),2,8,1,0,0,0,0
Wolfpack WF1402(4 boats),5,21,1,0,0,0,0
Wolfpack WF1403(4 boats),4,20,2,0,1,1,1
Wolfpack WF1404(4 boats),6,40,0,0,0,0,0
Wolfpack WF1405(4 boats),3,22,1,0,1,1,1
Wolfpack WF1406(4 boats),7,59,1,0,0,0,0
Wolfpack WF1407(4 boats),3,17,1,0,0,1,1
Wolfpack WF1408(4 boats),2,13,2,0,1,1,1
Wolfpack WF1409(4 boats),2,12,2,0,1,0,0
Wolfpack WF1410(4 boats),1,5,1,0,1,0,0
Wolfpack WF1411(4 boats),4,14,0,0,0,0,0
Wolfpack WF1412(4 boats),10,53,0,0,0,0,0
Wolfpack WF1413(4 boats),5,25,2,0,0,1,1
Wolfpack WF1414(4 boats),4,17,3,0,0,1,1
Wolfpack WF1415(4 boats),5,27,2,0,0,1,1
Wolfpack WF1416(4 boats),1,7,1,0,1,1,1
Wolfpack WF1417(4 boats),7,47,0,0,0,0,0
Wolfpack WF1418(4 boats),4,28,0,0,0,0,0
Wolfpack WF1419(4 boats),1,10,0,0,1,0,0
Wolfpack WF1420(4 boats),3,14,1,0,1,1,1
Wolfpack WF1421(4 boats),3,29,1,0,0,0,0
Wolfpack WF1422(4 boats),3,12,1,0,0,1,1
Wolfpack WF1423(4 boats),3,18,0,0,0,0,0
Wolfpack WF1424(4 boats),2,11,1,0,0,0,0
Wolfpack WF1425(4 boats),4,20,0,0,0,0,0
